,A0A0A8WJC6,A0A0K3AT43,A0A2H4ZEZ2,A0AAJ7SV95,A0AAJ7T5N9,A0AAJ7TMY1,A0AAJ7U215,A0AVK6,A3KNI8,A3RMS5,A8MTQ0,A8UWQ7,B3GWE1,B3WFV2,B6EU61,C0HJZ3,C0HJZ4,C1P638,C3Y097,C3YWU0,D0VWM4,E1NZ07,F2Q9W6,F2Q9W7,F2Q9W8,F2Q9W9,F2Q9X0,F2Q9X1,F2Q9X2,F2Q9X3,F2Q9X4,F2Q9X5,F2Q9X6,F2Q9X7,F2Q9X8,F2Q9Y0,F6U472,F6WII6,F6WYU4,F6YMJ4,F6YXK6,F7GH03,G3UZ78,G5EF00,G5EGB6,H9G343,O17824,O42145,O47431,O62089,O76629,O93548,P01942,P01994,P02001,P02007,P02008,P02042,P02088,P02089,P02100,P02104,P02112,P02127,P02128,P02144,P02197,P02208,P02762,P04247,P04443,P04444,P06467,P09105,P09967,P09968,P0DM64,P20244,P20245,P30627,P48798,P49141,P61802,P68871,P69891,P69892,P69905,Q09240,Q09514,Q17134,Q17727,Q17884,Q18086,Q18311,Q19601,Q20015,Q20623,Q20638,Q21618,Q21978,Q22663,Q23117,Q24570,Q2WG80,Q2XNF5,Q3KN63,Q3MQ62,Q4H3K6,Q4V6L1,Q575S8,Q5QSB1,Q6B0K9,Q6VN46,Q70PH6,Q70T62,Q70T63,Q70T64,Q7KLI1,Q7TPG1,Q7YWV3,Q7YZV1,Q7ZT21,Q8AXK2,Q8HY34,Q8MPY8,Q8N7X0,Q8UUR3,Q8WWM9,Q8WY91,Q90259,Q90485,Q90486,Q90487,Q90864,Q90YJ2,Q95J88,Q966A3,Q98980,Q9CQE0,Q9CX80,Q9DDJ0,Q9ER97,Q9GL60,Q9GYP4,Q9I7P6,Q9I9I3,Q9NL48,Q9NPG2,Q9PVD5,Q9U2R5,Q9VNE2,Q9XXI2
O47431,0.09594065,0.1190024,0.20588851,0.12169433,0.1105572,0.10879195,0.09868389,0.12975991,0.10416311,0.09598833,0.19486952,0.041005135,0.096238494,0.12382823,0.10866976,0.089126706,0.09267676,0.096374094,0.10336125,0.089289606,0.1023581,0.122876704,0.082601905,0.0991593,0.10119963,0.088059306,0.08800304,0.09592754,0.123262465,0.10637218,0.09583843,0.11593032,0.1433081,0.24115509,0.091323495,0.09569359,0.43281478,0.08637124,0.08875543,0.096463084,0.09667981,0.08408898,0.10171604,0.09996086,0.10563922,0.12417364,0.11338019,0.19881117,0.0,0.11195445,0.08883095,0.0973739,0.105318844,0.097276926,0.09582424,0.09911996,0.10294193,0.090350986,0.09093124,0.09360248,0.09447223,0.09140289,0.08949405,0.093611,0.09403527,0.10420287,0.11396152,0.11645156,0.11437434,0.10612321,0.093547046,0.09008551,0.09631753,0.1114611,0.10622293,0.11136645,0.11545324,0.13802588,0.1294083,0.099175274,0.11640358,0.13391048,0.16545826,0.09393114,0.092029035,0.0896858,0.10439813,0.106339335,0.10167873,0.11090183,0.11324614,0.12039971,0.111889124,0.08996147,0.118950546,0.1042096,0.1030336,0.08889544,0.14722717,0.11440754,0.11360872,0.10238564,0.15943402,0.14768422,0.10875082,0.09614551,0.09859127,0.2003749,0.08998883,0.099624276,0.099357486,0.10882598,0.11775756,0.11504251,0.08642793,0.08517182,0.0883984,0.1314233,0.1606726,0.10774398,0.102745,0.1003319,0.28369617,0.0933072,0.12613267,0.11062467,0.09221059,0.09573537,0.15311426,0.1997596,0.089490294,0.088896036,0.097053826,0.089826226,0.08660954,0.16013992,0.0956462,0.23946846,0.17515647,0.09336382,0.106989086,0.09710771,0.108278215,0.10486007,0.08740044,0.11230904,0.11143237,0.09729105,0.20948118,0.097539306,0.102995396,0.09670031
O62089,0.041471303,0.082078636,0.1911841,0.04651183,0.030655742,0.028327465,0.046949983,0.037352026,0.038066626,0.034160376,0.10537034,0.10110229,0.031270325,0.015581727,0.026851773,0.05652386,0.062263787,0.024785042,0.035489738,0.083755076,0.016085148,0.021993041,0.040834725,0.06579691,0.052452564,0.056450486,0.03432399,0.046595395,0.077582955,0.046239257,0.05202812,0.062294662,0.108848155,0.16726959,0.026003003,0.058302402,0.41168404,0.048661053,0.047526896,0.047944903,0.03249085,0.03988862,0.03415239,0.019858181,0.047534645,0.024846196,0.033420563,0.18842894,0.11195445,0.0,0.03510666,0.052392066,0.06031394,0.048898995,0.05375594,0.037629724,0.043989778,0.063034534,0.051198244,0.055947304,0.05760306,0.05006832,0.036355197,0.034514666,0.03145808,0.074361265,0.083925426,0.05290079,0.06477457,0.062401593,0.051947236,0.050235093,0.04076904,0.055237412,0.046562016,0.05347866,0.03643495,0.090108216,0.08275193,0.045713365,0.03882259,0.08414495,0.082006395,0.07092184,0.05082059,0.047854125,0.065464914,0.0136922,0.028318524,0.04639703,0.02295369,0.023487091,0.013378561,0.023232937,0.014513612,0.021121442,0.015778124,0.019353926,0.041737974,0.015032768,0.025563955,0.015641749,0.06624061,0.04200262,0.043774545,0.039598107,0.03665942,0.122647464,0.020204782,0.034013927,0.0461424,0.06975335,0.081596255,0.044097006,0.035736144,0.040516436,0.044602334,0.0527007,0.11146736,0.021071136,0.015907288,0.04999435,0.2681203,0.043670774,0.022074223,0.036633074,0.034450054,0.03760904,0.05189997,0.07853651,0.03516555,0.035670757,0.05054736,0.041449606,0.031132579,0.08031601,0.01689899,0.2626176,0.06559503,0.033392727,0.0491212,0.042388856,0.044332862,0.0116432905,0.026354015,0.049466312,0.084635794,0.042415857,0.13748163,0.020370603,0.048917294,0.022448063
O76629,0.02600354,0.08588159,0.17810082,0.06581652,0.033056617,0.03460002,0.021382272,0.07683247,0.025447488,0.011751831,0.15327609,0.07550925,0.015395224,0.04797566,0.031573772,0.032599747,0.03824687,0.008756757,0.02473861,0.06934661,0.02185285,0.05283296,0.018283367,0.05115068,0.011720538,0.031142175,0.0153928995,0.021045864,0.051835418,0.03572792,0.020190537,0.04078245,0.086520016,0.19369894,0.010635436,0.038606882,0.40523225,0.028885186,0.026042819,0.028450549,0.041211486,0.01971507,0.03947413,0.025583506,0.017468333,0.058576107,0.025286674,0.18115371,0.08883095,0.03510666,0.0,0.028940022,0.05597049,0.030411541,0.024791181,0.024736524,0.029681802,0.034655094,0.028920889,0.032991648,0.03435594,0.029163182,0.018599272,0.021164477,0.021284819,0.039885283,0.046853065,0.038627505,0.03807485,0.032957673,0.024537623,0.024215579,0.011901736,0.050336957,0.03633231,0.038994968,0.05449426,0.07795602,0.06664562,0.010594964,0.044456422,0.095014155,0.0922063,0.0436517,0.032128394,0.02887988,0.054905355,0.024024308,0.021208107,0.068204224,0.034950137,0.0483225,0.04420066,0.011847615,0.034053147,0.020190477,0.021222591,0.016257882,0.0791558,0.045460284,0.029309988,0.027842283,0.10569483,0.06858194,0.04746151,0.027513862,0.017907321,0.1348185,0.011786342,0.019563437,0.024376094,0.045111418,0.058030725,0.06273544,0.019089878,0.01563245,0.019492984,0.053263664,0.08927888,0.02294749,0.03299558,0.0295071,0.24935532,0.03382641,0.04559511,0.04673624,0.013998449,0.026639938,0.09532535,0.122275054,0.02006805,0.019800127,0.032138526,0.022009492,0.017842293,0.0981127,0.023218274,0.2664079,0.091407,0.021986008,0.031058013,0.031942546,0.04446733,0.031643093,0.018281937,0.0336411,0.08163124,0.030157208,0.14275569,0.031282842,0.019233584,0.018196225
O93548,0.018396199,0.12365675,0.15397775,0.0684548,0.03930545,0.02578473,0.018389761,0.08262026,0.04013568,0.039774,0.14558017,0.067555666,0.03099829,0.06375569,0.04331249,0.018744111,0.022264123,0.033465147,0.03400445,0.06846261,0.03329754,0.06636965,0.030991971,0.061133802,0.034730196,0.024981618,0.017868578,0.029869199,0.03235358,0.03188336,0.016413331,0.023282707,0.04376501,0.20425808,0.0309574,0.023252845,0.4079361,0.017207265,0.010722458,0.010737836,0.05394399,0.01229465,0.048469424,0.045982182,0.028358936,0.061989844,0.034674823,0.19188255,0.0973739,0.052392066,0.028940022,0.0,0.030560791,0.010276973,0.009505093,0.011498928,0.014220476,0.012676954,0.007935703,0.008930147,0.013055086,0.013464153,0.012567759,0.0222134,0.02256155,0.030293286,0.030092478,0.0150360465,0.06822592,0.023729384,0.010655999,0.014938295,0.016413808,0.038508713,0.011402726,0.016116798,0.08131343,0.07930201,0.07351166,0.019750774,0.047938466,0.08623725,0.11836016,0.017550051,0.015563607,0.015134275,0.026074111,0.044608176,0.032036245,0.07414037,0.048222065,0.06890768,0.061416566,0.021287322,0.045693994,0.052412987,0.033321857,0.0436334,0.10355848,0.07261431,0.042586446,0.056445003,0.12036139,0.10156363,0.061514556,0.043973923,0.023513615,0.16285253,0.026186526,0.03372079,0.030638337,0.023784518,0.017042458,0.06990129,0.021281123,0.0292328,0.02076161,0.08727449,0.10850227,0.04940021,0.055315375,0.009369969,0.24569577,0.012455225,0.060690045,0.05916363,0.019788265,0.021854699,0.094935,0.13293749,0.009544492,0.008629262,0.009586334,0.011253536,0.029353678,0.0955621,0.047601163,0.28667992,0.1238054,0.019112468,0.030994833,0.043485403,0.05305767,0.042814195,0.04249227,0.013484061,0.07763994,0.03300649,0.15896142,0.04455501,0.040816188,0.037338078
P01942,0.028462648,0.13973558,0.1659112,0.06497455,0.0492543,0.02989328,0.036476076,0.08842486,0.06307244,0.06331259,0.12684822,0.09050888,0.05311328,0.08361262,0.04994577,0.023010671,0.023524284,0.05473697,0.041936636,0.08550537,0.053019285,0.0768317,0.03984964,0.06065297,0.06384653,0.042083025,0.03164971,0.053046107,0.03343314,0.037484646,0.038704157,0.02478379,0.041613996,0.20943052,0.052074254,0.024141252,0.42388058,0.022634327,0.019933462,0.02071917,0.04514903,0.027497888,0.053741753,0.055596232,0.051320374,0.06196475,0.06198728,0.18337452,0.105318844,0.06031394,0.05597049,0.030560791,0.0,0.01632905,0.025331676,0.024675786,0.020322084,0.018716872,0.014928937,0.01575476,0.017606437,0.022732854,0.027295947,0.03246796,0.030316949,0.035122633,0.04098481,0.02744776,0.09154844,0.03322488,0.023750365,0.027466297,0.038054526,0.021263123,0.024936378,0.028352678,0.09087777,0.06633294,0.059848487,0.051826775,0.05581957,0.07498491,0.12171459,0.016573608,0.0144149065,0.0163638,0.0039691925,0.054555953,0.053912938,0.083750725,0.05003822,0.08596921,0.062506914,0.046932817,0.05938685,0.06820893,0.05348164,0.056242943,0.10605639,0.07419604,0.05562216,0.0654583,0.13312393,0.10598898,0.06537163,0.047744274,0.044828117,0.16760868,0.046458483,0.047366083,0.039760947,0.04107064,0.029055834,0.093737364,0.03596592,0.053828657,0.037432134,0.09668273,0.12908447,0.0646407,0.06849861,0.020759344,0.2686109,0.010653377,0.06551266,0.061387062,0.03723663,0.027802587,0.07805824,0.14789903,0.033182144,0.031200886,0.02414304,0.023874879,0.034523845,0.12078607,0.057028413,0.28894597,0.1383599,0.029011488,0.05975151,0.047296643,0.047683,0.044362485,0.063438416,0.02798748,0.08725828,0.037163317,0.16166419,0.050222576,0.06561935,0.052592397
P01994,0.017313778,0.1200766,0.1588391,0.060114145,0.041499376,0.022699594,0.018276453,0.07767111,0.036976278,0.03939855,0.14206803,0.076898694,0.03091377,0.06202519,0.042734683,0.01442939,0.01671958,0.031856596,0.027613342,0.075006425,0.030783832,0.06300092,0.025891244,0.051192462,0.03520441,0.023716867,0.015126109,0.031588316,0.029856324,0.030629754,0.01847285,0.019614697,0.04374969,0.19015837,0.0313254,0.02117902,0.4093485,0.010945916,0.008287907,0.008625567,0.046317875,0.01012671,0.042744756,0.042506576,0.029416084,0.056833208,0.03521645,0.18210167,0.097276926,0.048898995,0.030411541,0.010276973,0.01632905,0.0,0.011532307,0.010084093,0.009300351,0.012250006,0.0057399273,0.006540954,0.01095289,0.011749685,0.01191324,0.019963264,0.021308064,0.022469282,0.025781453,0.018852651,0.065980494,0.018449545,0.009939671,0.012681961,0.015364885,0.03136301,0.017704904,0.020853281,0.07495844,0.06897563,0.059634626,0.024211884,0.04134345,0.075850785,0.10322952,0.01349479,0.009845734,0.009793341,0.014489591,0.040900588,0.032111406,0.07218033,0.042073905,0.06750494,0.052938044,0.023622334,0.043821752,0.0491035,0.031183064,0.041090846,0.095519364,0.06550813,0.039259493,0.052093625,0.123805285,0.09415907,0.059127033,0.039684355,0.02257049,0.15241832,0.024015665,0.031314433,0.03106451,0.03254336,0.019624293,0.07532257,0.021005273,0.028689623,0.017628074,0.08317804,0.10493028,0.043128014,0.05120325,0.008302331,0.24699706,0.008485675,0.053262055,0.05035293,0.02262026,0.022360861,0.08276105,0.13936651,0.01572162,0.015034854,0.009395003,0.010603309,0.024131894,0.10042775,0.041834176,0.2859524,0.12290043,0.019833624,0.032778263,0.037984908,0.048801124,0.038651705,0.039679706,0.017392457,0.077509224,0.031756997,0.1470626,0.038379967,0.03963232,0.033122003
P02001,0.021533608,0.12632263,0.14454484,0.068434775,0.0362491,0.02635014,0.0150693655,0.07993716,0.037976444,0.038623273,0.14763343,0.07535404,0.030044198,0.06981605,0.044125378,0.018722415,0.019829094,0.03487873,0.0326038,0.06734741,0.034369767,0.06859791,0.019828796,0.058959544,0.028271675,0.021101534,0.014836073,0.028190851,0.02274084,0.03421223,0.012350738,0.017288685,0.037665486,0.20777535,0.03188914,0.020077586,0.40469748,0.010661006,0.01178056,0.0069548488,0.049312115,0.009139061,0.044332027,0.04649973,0.018219769,0.06749427,0.031448722,0.19510633,0.09582424,0.05375594,0.024791181,0.009505093,0.025331676,0.011532307,0.0,0.009798884,0.012689769,0.0065594316,0.0073002577,0.006588638,0.009939313,0.008210778,0.0141480565,0.022170782,0.025039494,0.018330693,0.01853025,0.013900816,0.05731201,0.014628351,0.007497072,0.0126110315,0.013864338,0.03401637,0.0129544735,0.014775991,0.08646041,0.07175648,0.06545222,0.014314532,0.04658836,0.086695075,0.1061483,0.011892796,0.009421885,0.0095716715,0.022059381,0.0463292,0.026101947,0.07582152,0.048068047,0.0741021,0.05957055,0.02101618,0.050135553,0.052408755,0.034319162,0.042428613,0.098130584,0.071133375,0.041889727,0.057500124,0.11989361,0.10384226,0.061194837,0.036895573,0.019501567,0.15800601,0.025148451,0.03188145,0.025403738,0.02646494,0.01657492,0.07780546,0.01964575,0.028440058,0.017263174,0.087271154,0.10335475,0.049752057,0.053355694,0.008478045,0.25064385,0.010751188,0.06099385,0.051757157,0.014469266,0.021245241,0.08623272,0.13849455,0.01776886,0.016347766,0.009472191,0.013063312,0.026819944,0.11024755,0.04375112,0.2826445,0.11843467,0.01951158,0.030425489,0.037848055,0.05004084,0.042615294,0.03852445,0.01188153,0.08215433,0.029025495,0.15201646,0.046465218,0.03065008,0.036770225
P02007,0.018450737,0.11112952,0.1671511,0.064426064,0.037813246,0.02237004,0.015307188,0.069232285,0.028950632,0.03426093,0.1369183,0.078660846,0.026174903,0.05333686,0.038938344,0.022759736,0.025952637,0.027569652,0.031985402,0.06891173,0.027459681,0.05635196,0.020826817,0.060021818,0.03160304,0.030507445,0.014089763,0.029833734,0.033496976,0.03420371,0.019481957,0.025524795,0.054726005,0.19713026,0.02447021,0.029296577,0.40959185,0.012684643,0.0150069,0.0056948066,0.04246539,0.006047249,0.041001618,0.038476586,0.028344095,0.051053047,0.023176908,0.188474,0.09911996,0.037629724,0.024736524,0.011498928,0.024675786,0.010084093,0.009798884,0.0,0.0043275952,0.017517865,0.011075199,0.0117326975,0.015478849,0.010966599,0.010684907,0.016900897,0.017686963,0.030785024,0.03269422,0.014359951,0.0598951,0.02195555,0.012850404,0.016515791,0.010022521,0.027404368,0.01258558,0.017007828,0.07155818,0.075503945,0.06983334,0.020975709,0.04310131,0.08218205,0.09952068,0.02215594,0.013899803,0.013038218,0.023479939,0.034238636,0.025941253,0.07092899,0.038747847,0.05895108,0.048003793,0.017588615,0.04004228,0.040121496,0.027416766,0.03643471,0.085991085,0.05770284,0.034019053,0.039945304,0.10760349,0.09080082,0.051012456,0.03461522,0.013368905,0.15234923,0.017706156,0.0291875,0.024650395,0.027297735,0.025995731,0.06393814,0.0129057765,0.026806593,0.01340729,0.07509565,0.10005009,0.037507176,0.04244721,0.009144247,0.2493974,0.008105934,0.050062776,0.04679346,0.018029273,0.020100355,0.08044094,0.12779629,0.015605211,0.014443934,0.007424295,0.009955704,0.020252585,0.09583491,0.03821343,0.2856595,0.10745883,0.017753005,0.03140056,0.026451051,0.044175863,0.03378266,0.029080212,0.012890756,0.08049089,0.02270192,0.14743954,0.03455913,0.032390714,0.02920562
P02008,0.019179821,0.11513215,0.16826206,0.068491995,0.04280734,0.025103569,0.017722666,0.07811582,0.03532076,0.039133728,0.13471591,0.079693794,0.029887855,0.05973041,0.04179442,0.02204448,0.024840534,0.031835794,0.03254503,0.07501364,0.034044325,0.06237036,0.022858262,0.059179664,0.034689844,0.030447245,0.012505472,0.03321588,0.035362363,0.033198237,0.017559469,0.026034415,0.053207934,0.18978071,0.028674424,0.028865099,0.41119373,0.015127599,0.016028821,0.0060189366,0.04379958,0.009315908,0.046832025,0.04141122,0.03409207,0.053058267,0.031652868,0.18601519,0.10294193,0.043989778,0.029681802,0.014220476,0.020322084,0.009300351,0.012689769,0.0043275952,0.0,0.01766634,0.010149598,0.010984957,0.016671002,0.014945626,0.012774646,0.021042526,0.020519257,0.033702254,0.033868432,0.01501292,0.0704056,0.026003182,0.01438272,0.018502533,0.010689855,0.024311006,0.014308572,0.018592596,0.07918972,0.078317046,0.070920765,0.027085662,0.05329871,0.08799082,0.11118966,0.019506156,0.012594402,0.012710452,0.018260717,0.038027108,0.033953905,0.07288414,0.04377222,0.06127906,0.04952079,0.024295628,0.046441793,0.04763663,0.034145296,0.042492867,0.09122139,0.06165397,0.03856671,0.04663682,0.1173175,0.09443617,0.050684333,0.03725189,0.01827091,0.15478927,0.024216533,0.032131612,0.028247356,0.0250988,0.027782321,0.075672925,0.016188204,0.031125009,0.017061412,0.080849946,0.10392487,0.046717882,0.04834503,0.010278344,0.25699502,0.008419812,0.051627576,0.052376926,0.023531139,0.021690488,0.08418423,0.13174736,0.018024981,0.016145825,0.009942055,0.01205045,0.02051413,0.105748236,0.04218799,0.28679985,0.11722809,0.019301355,0.040014267,0.029249966,0.042797923,0.03632766,0.04118043,0.014495909,0.08412546,0.024546921,0.15379238,0.035300136,0.04335457,0.03203273
P02042,0.024954796,0.13551944,0.14447445,0.06888664,0.042131722,0.027366102,0.02181089,0.08780837,0.049433053,0.0485276,0.14645809,0.076286554,0.038762033,0.0786857,0.047300875,0.012962282,0.013866007,0.04367435,0.035806537,0.07017642,0.04198736,0.07318336,0.026764393,0.058255076,0.040023386,0.022822559,0.019909918,0.038166583,0.021248698,0.03527552,0.01733023,0.015972435,0.032336235,0.21329474,0.040900588,0.014857054,0.41257715,0.010995805,0.009123862,0.011644363,0.052797675,0.01466167,0.052304983,0.05389738,0.027349412,0.067409396,0.044377744,0.18888319,0.090350986,0.063034534,0.034655094,0.012676954,0.018716872,0.012250006,0.0065594316,0.017517865,0.01766634,0.0,0.004544735,0.0036883354,0.007382214,0.008046091,0.017252266,0.026437223,0.027360797,0.021084428,0.022646189,0.019143283,0.0692389,0.019916654,0.009119928,0.0134295225,0.02325362,0.032238185,0.017515242,0.019447446,0.093197465,0.07135844,0.06543684,0.02322781,0.05172831,0.08513892,0.11809754,0.0022331476,0.007811129,0.008512497,0.014775574,0.055011928,0.037862122,0.08215046,0.05128014,0.08467537,0.06615907,0.029947698,0.056147873,0.06290674,0.042341173,0.048421323,0.11068201,0.07778776,0.05284816,0.06480312,0.13847762,0.111430764,0.067275286,0.043266892,0.030009389,0.16942751,0.034674644,0.03792107,0.028130889,0.027614653,0.014656246,0.08601463,0.024128616,0.036691964,0.024065852,0.096731305,0.11234206,0.05828792,0.063850164,0.011618137,0.2505778,0.012337804,0.067681074,0.06106019,0.021216929,0.02270192,0.08769047,0.14705801,0.020950675,0.01815617,0.013051748,0.015138626,0.031170309,0.11806512,0.052519202,0.28512734,0.13023424,0.022271812,0.039600074,0.042100787,0.055307746,0.04711187,0.049145103,0.017624497,0.08299202,0.0322963,0.16689408,0.05133307,0.045885682,0.043069243
P02088,0.018487275,0.12679327,0.1502837,0.062865496,0.040276766,0.024151623,0.0176242,0.08058566,0.04290831,0.042116404,0.13935685,0.07195437,0.03350562,0.068694115,0.04016435,0.012255907,0.01440531,0.03296089,0.029237628,0.06891048,0.033640206,0.06639111,0.025812626,0.055876315,0.035638213,0.02231288,0.015636742,0.034631073,0.021731317,0.030136287,0.01662141,0.013008952,0.034359694,0.2035361,0.032629848,0.015022993,0.41045916,0.007977724,0.004669428,0.007335782,0.04627353,0.009641945,0.04741037,0.043016613,0.02800268,0.057700813,0.040114462,0.18694079,0.09093124,0.051198244,0.028920889,0.007935703,0.014928937,0.0057399273,0.0073002577,0.011075199,0.010149598,0.004544735,0.0,0.0011560321,0.006417632,0.006681919,0.01113677,0.01968664,0.019732058,0.020199776,0.023795366,0.01479882,0.06537384,0.016800404,0.006358981,0.010712147,0.015293956,0.027918935,0.014022529,0.015695035,0.08147365,0.069678545,0.062365115,0.020688295,0.046197414,0.07939029,0.10958785,0.0069607496,0.0062788725,0.00640738,0.01322794,0.04326445,0.03414619,0.07561189,0.041635513,0.07230836,0.056193948,0.023455322,0.045933485,0.052606583,0.033947527,0.041920245,0.099410295,0.06659031,0.042517006,0.05426973,0.13004267,0.09859002,0.05784315,0.03797424,0.022876382,0.16425419,0.026539326,0.031477273,0.025552332,0.02713275,0.015898824,0.077830315,0.017580092,0.030639172,0.018832803,0.0875687,0.106913865,0.04723096,0.054920852,0.0063269734,0.24428022,0.0068084598,0.056566894,0.05561316,0.019630194,0.02070576,0.08402634,0.13620323,0.0137091875,0.011978447,0.007813275,0.008932412,0.022402287,0.107020676,0.044816256,0.2852031,0.12565774,0.01924634,0.035046518,0.03689444,0.048820853,0.03848344,0.04211563,0.013121426,0.07692182,0.02847886,0.16286713,0.04117465,0.042374074,0.03517586
P02089,0.01948458,0.13140452,0.14806491,0.06847155,0.04433757,0.024701118,0.017675757,0.083013356,0.044706583,0.045786798,0.14440608,0.075178266,0.034566402,0.07187897,0.04551238,0.012843847,0.013623357,0.037053466,0.031674385,0.07064968,0.036278665,0.071023524,0.025565922,0.055684447,0.03725809,0.022743583,0.016893685,0.03467375,0.019236445,0.031939983,0.01612264,0.012131572,0.030451477,0.21234256,0.036225975,0.014818072,0.4100281,0.0063165426,0.005879104,0.0065549016,0.050340056,0.00960207,0.048496664,0.048043847,0.027474105,0.06158352,0.041020155,0.18811929,0.09360248,0.055947304,0.032991648,0.008930147,0.01575476,0.006540954,0.006588638,0.0117326975,0.010984957,0.0036883354,0.0011560321,0.0,0.0046316385,0.0059093237,0.013020158,0.020939887,0.022341967,0.016367972,0.01931864,0.014264405,0.06943542,0.0139347315,0.0058820248,0.010106742,0.017876387,0.030993938,0.013552129,0.014962733,0.08875388,0.06968415,0.06267434,0.021913588,0.049358785,0.08026725,0.10917652,0.0052142143,0.00494349,0.0055356026,0.013712645,0.04742396,0.034288168,0.08072448,0.046483576,0.07808745,0.06001979,0.02568245,0.049849033,0.05808425,0.036455214,0.044984937,0.10276276,0.071736395,0.043892562,0.05926907,0.1379044,0.107182324,0.061950624,0.040828645,0.023381233,0.16834956,0.029295564,0.03291589,0.028751075,0.0318349,0.013475299,0.08142626,0.01946491,0.033064485,0.018297434,0.09365702,0.10802525,0.051534593,0.058763385,0.0070078373,0.24568748,0.007756591,0.061344802,0.056539595,0.021515846,0.021803677,0.0873912,0.14272523,0.016377807,0.014789283,0.0065499544,0.010520101,0.02546084,0.11165482,0.047963977,0.28656024,0.12927538,0.02044195,0.034279346,0.040228426,0.05279678,0.043031752,0.044414937,0.012945831,0.07935083,0.031543374,0.1659652,0.044852912,0.04262519,0.038699925
